G_repr,G_use,R_actual,R_core,R_head,R_probe,alpha,checkpoint,d_z,lr,momentum,optimizer,optimizer_config,seed,sigma_c,source_risk
0.5347091940405868,0.10448666086240843,0.785876295487711,0.10500406526539778,0.6813896346253026,0.6397132593059845,1.0,0,2,0.05,0.0,sgd,sgd_fast,10,0.0,0.757836430896747
0.5747088120573757,0.2381581837117417,0.9803933881597986,0.10500406526539778,0.7422352044480569,0.6797128773227734,1.0,100,2,0.05,0.0,sgd,sgd_fast,10,0.0,0.4694599891880819
0.4548817816236113,0.5077087899611923,1.3458595027794336,0.10500406526539778,0.8381507128182413,0.5598858468890091,1.0,500,2,0.05,0.0,sgd,sgd_fast,10,0.0,0.21787653815874358
0.5347091940405868,0.10448666086240843,0.785876295487711,0.10500406526539778,0.6813896346253026,0.6397132593059845,1.0,0,2,0.003,0.0,adam,adam_default,10,0.0,0.757836430896747
0.36187389995044966,0.6787291341445769,1.519762036308213,0.10500406526539778,0.841032902163636,0.46687796521584746,1.0,100,2,0.003,0.0,adam,adam_default,10,0.0,0.25161652710961674
0.08005431491659189,0.03661462540608321,0.23162292228514722,0.10500406526539778,0.195008296879064,0.18505838018198967,1.0,500,2,0.003,0.0,adam,adam_default,10,0.0,0.03030235105363889
0.1828903142451959,-0.08273963068478873,0.25364874042717456,0.0544888681886149,0.3363883711119633,0.2373791824338108,0.0,1000,1,0.05,0.0,sgd,sgd_fast,10,0.0,0.05885526178623584
0.05038800059027225,0.011985887144082413,0.1960754941130746,0.0544888681886149,0.18408960696899218,0.10487686877888715,0.0,1000,1,0.003,0.0,adam,adam_default,10,0.0,0.11220121852311764
0.1043293965905506,-0.12638108725274533,0.18466762639337242,0.0544888681886149,0.31104871364611775,0.1588182647791655,0.0,1000,2,0.05,0.0,sgd,sgd_fast,10,0.0,0.024453267161573953
-0.0035470724099629786,-0.022593177821507007,0.08657916410866713,0.0544888681886149,0.10917234193017414,0.05094179577865192,0.0,1000,2,0.003,0.0,adam,adam_default,10,0.0,0.004253309295096474
0.16051889466295274,-0.18061014831106992,0.24355564949252967,0.0544888681886149,0.4241657978035996,0.21500776285156764,0.2,1000,1,0.05,0.0,sgd,sgd_fast,10,0.0,0.060087720075271425
0.02488577243668623,-0.008662776708998426,0.12858511169991654,0.0544888681886149,0.13724788840891497,0.07937464062530113,0.2,1000,1,0.003,0.0,adam,adam_default,10,0.0,0.06632642913424541
0.13422017296319352,-0.09497393114393998,0.19523724540384774,0.0544888681886149,0.2902111765477877,0.18870904115180842,0.2,1000,2,0.05,0.0,sgd,sgd_fast,10,0.0,0.02552066063799777
0.02348412167405603,-0.06135878351548188,0.09627610237568085,0.0544888681886149,0.15763488589116273,0.07797298986267093,0.2,1000,2,0.003,0.0,adam,adam_default,10,0.0,0.00465303874003723
