C_actual,C_actual_sd,C_linear,C_linear_prob,C_linear_prob_sd,C_linear_sd,C_pred,C_pred_sd,C_prob,C_prob_sd,G_repr,G_repr_sd,G_use,G_use_sd,contamination_repair,contamination_repair_sd,d_z,full_retrain_gain,full_retrain_gain_sd,head_repair_gain,head_repair_gain_sd,k,n,optimizer,rho,sigma_c
1.7892150349006903,0.13015517011067115,1.2577491649739867,0.006942749959172577,0.0036594924915545534,1.2064179070627337,3.8568546824665177,1.9184576585305009,0.01073006458994844,0.002061837155620891,0.041112761308388264,0.009618986261141414,-0.035174015243069776,0.048923886842346206,1.6455751660150653,0.10742090392432017,narrow,-0.0004561064531807907,0.10322011784231858,-0.012142275295785645,0.015960145242406604,linear,5,adam,high,clean
3.542864428373855,0.6041242361093851,1.715689642202302,0.037331160312794626,0.013780878065336932,0.9564998973098296,9.857346739276448,8.977149157790384,0.05525435953435611,0.01390954273483845,0.28232382819553264,0.07362377301909585,-0.012533853618168589,0.03704847060724359,3.466426770792057,0.5748839826562304,narrow,-0.01523301407701776,0.18192116497855257,-0.0019472730439519027,0.02153150216130789,linear,5,sgd,high,clean
2.0262588884437687,0.23941044092242275,0.9668178389376549,0.00472855781612286,0.001341014184933502,0.37765299556275606,2.178232997197896,0.34976594229867697,0.0028016689191079957,0.0009301941912283044,0.0006346211078845504,0.009188059294759144,-0.010556681998609763,0.006292539873740133,1.627559768796629,0.2583136067545791,wide,0.005934947756169729,0.006159701693029262,-0.0024041620963714512,0.013539318922655192,linear,5,adam,high,clean
3.9334119019432605,0.19679262307320447,2.2924702353386586,0.0376630684387115,0.005755252080392452,0.26415372283062993,4.580965325744754,1.4346276408216438,0.02703012336855203,0.013974429261543346,0.14243915647654437,0.06702478283823397,0.017501706027417147,0.014799794798734058,3.7896964830317756,0.13670334406839757,wide,-0.026849758756381587,0.09339626488106209,0.01779552724036839,0.01613189653859509,linear,5,sgd,high,clean
8.688623882432347,1.4961515528901204,0.2771932090728918,0.01617306062957333,0.00408299213800846,0.0694196092964445,0.6352830129347634,0.20403455560497694,0.024714452341026292,0.011183102793937192,0.0927791507351122,0.03658140938171914,0.8469252248566989,0.10335672982965784,8.675215781173426,1.4988832077794811,narrow,1.0920978588052968,0.09693679955652253,0.8706161704020978,0.10909225563570991,linear,5,adam,high,noisy
7.699102296763392,1.3540733784215293,0.21060663518491585,0.012596270574196022,0.003072290798501642,0.05366304832869799,0.49799112040890536,0.06599241418102667,0.019267946438816505,0.0022536342765500307,0.09669932183241825,0.025665798606204653,0.8362737982767598,0.07230235264626213,7.6790127957292045,1.3564957141194067,narrow,0.9912115550144958,0.08897953643376906,0.846565280789848,0.06850649173065854,linear,5,sgd,high,noisy
10.40658597164914,0.0621348337222163,0.1845196818320424,0.008606679871940364,0.005797924061346159,0.11622554367880165,0.11624559383564952,0.055168599691196675,0.0038697029095135353,0.0016483441847789338,0.013585547983174929,0.019880513856598194,1.0621095222958197,0.06475401929585699,10.392205549064105,0.06316204927437566,wide,1.1562471759791209,0.05996941033609644,1.071609107981904,0.05408317335115899,linear,5,adam,high,noisy
9.579857120998144,0.6538687662241699,0.29080387111010686,0.015811992024280137,0.0026552811134174926,0.05828531481126953,0.3315843427049609,0.02630313325896334,0.01098028625753032,0.0018493615757745835,0.05204888206197531,0.02013513596700993,0.9950288724898296,0.033612176327287,9.55102685111012,0.6464683925251453,wide,1.1020940842395464,0.026501301660430427,1.002394072852784,0.0325563273068093,linear,5,sgd,high,noisy
2.5293144760140214,0.9755116612754288,1.6725826794122853,0.02552282600223852,0.012504182027884118,1.259783987680037,5.215720573494741,2.200159149409387,0.03686494977941181,0.006768078989461244,0.17918910952484174,0.04588551061414366,-0.007508612233416268,0.041991583942685304,2.4934038272696673,0.9795729514100876,narrow,-0.028188148043523174,0.14968766239968742,0.0018842954019703706,0.023128186905488613,nonlinear,5,adam,high,clean
6.080046798711037,0.9578432401918312,0.26676382685035305,0.015570307672158525,0.015107301838585245,0.2669565705957136,2.4925062593917287,1.624921894865601,0.04537209801590768,0.01649982214034167,0.44707982856035144,0.09382055746649383,0.7380038564821809,0.2434384563396383,6.069300405648109,0.9652128830611936,narrow,0.8547394284369823,0.20218461931837486,0.7327686043164013,0.25747663442264956,nonlinear,5,sgd,high,clean
